,address,lat,long,PIN,date,description,tokenized_final,cost,value,year
108772,2017 MCKEAN AVE,39.311548,-76.64745,3209076,11/23/2009,reconstruct waste & water for 10 fixtures. install sewage ejector in the basement. run gas for stove 40 000 btu's  a 40 000 btu water heater and 80 000 btu furnace ( as per code )                  * hvac provided by others *,"['reconstruct', 'waste', 'water', 'fixtures', 'install', 'sewage', 'ejector', 'basement', 'run', 'gas', 'stove', 'btu', ""'s"", 'btu', 'water', 'heater', 'btu', 'furnace', '*', 'hvac', 'provided', 'others', '*']",2000.0,6333.0,2009
108203,4028 CLIFTON AVE,39.312443,-76.684946,2804B027,11/04/2009,replace water service and sewage pipe as per code.,"['replace', 'water', 'service', 'sewage', 'pipe']",500.0,104733.0,2009
104297,607 S POTOMAC ST,39.285094,-76.574295,1843A004,10/05/2009,reconstruct water and waste; install 2 toilets  2 lavatory sinks  1 kitchen sink  2 tubs  1 electric water heater  and 1 sewage pump; install gas lines for furnace and range as per code.,"['reconstruct', 'water', 'waste', 'install', 'toilets', 'lavatory', 'sinks', 'kitchen', 'sink', 'tubs', 'electric', 'water', 'heater', 'sewage', 'pump', 'install', 'gas', 'lines', 'furnace', 'range']",7000.0,305000.0,2009
104177,637 N LAKEWOOD AVE,39.298626,-76.57945,1643019,10/05/2009,reconstruct water and waste; install 2 toilets  2 lavatory sinks  1 kitchen sink  1 electric water heater  1 tub  1 shower  and sewage pump; install gas lines for furnace and range as per code.,"['reconstruct', 'water', 'waste', 'install', 'toilets', 'lavatory', 'sinks', 'kitchen', 'sink', 'electric', 'water', 'heater', 'tub', 'shower', 'sewage', 'pump', 'install', 'gas', 'lines', 'furnace', 'range']",7000.0,10200.0,2009
101834,1 N COLLINGTON AVE,39.292201,-76.585815,1723001,09/11/2009,rough in water and drain lines for bathroom in basement; install 1 tub  1 toilet  1 sink  1 washer hook-up  and 1 sewage pit as per code.,"['rough', 'water', 'drain', 'lines', 'bathroom', 'basement', 'install', 'tub', 'toilet', 'sink', 'washer', 'hook-up', 'sewage', 'pit']",2900.0,249633.0,2009
101258,1509 RACE ST,39.272043,-76.616755,1002039,09/02/2009,install 7 plumbing fixtures; run new supply water line and new sewage lines (tie into existing service); run new gas lines to handle hotwater heater  gas stove  and furnace as per code.,"['install', 'plumbing', 'fixtures', 'run', 'supply', 'water', 'line', 'sewage', 'lines', 'tie', 'existing', 'service', 'run', 'gas', 'lines', 'handle', 'hotwater', 'heater', 'gas', 'stove', 'furnace']",6000.0,149200.0,2009
91309,1712 MONTPELIER ST,39.319675,-76.595041,4123A054,06/10/2009,replace interior plumbing and sewage lines  set 10 fixtures. duct work for forced air heat and cooling as per code,"['replace', 'interior', 'plumbing', 'sewage', 'lines', 'set', 'fixtures', 'duct', 'forced', 'air', 'heat', 'cooling']",3000.0,30000.0,2009
84270,924 S CURLEY ST,39.281549,-76.574794,1879087,03/11/2009,install necessary plumbing for sewage injector pump and pit and (1) toilet 3' neo angle shower  (9) pedistal/hard sink as per code,"['install', 'necessary', 'plumbing', 'sewage', 'injector', 'pump', 'pit', 'toilet', 'neo', 'angle', 'shower', 'pedistal/hard', 'sink']",5000.0,253800.0,2009
96740,2115 ORLEANS ST,39.295444,-76.586845,1687021,08/03/2009,set 3 bathtub with 3 waste and overflows  and 3 tub and shower faucets.  set 3 vanities with faucets and traps.  install sewage ejector pump with vent and discharge. perform gas line pressure test.  install sump pump with discharge. install kitchen faucet with drain in kitchen.  install electric water heater  water supply only. set toilets. as per code,"['set', 'bathtub', 'waste', 'overflows', 'tub', 'shower', 'faucets', 'set', 'vanities', 'faucets', 'traps', 'install', 'sewage', 'ejector', 'pump', 'vent', 'discharge', 'perform', 'gas', 'line', 'pressure', 'test', 'install', 'sump', 'pump', 'discharge', 'install', 'kitchen', 'faucet', 'drain', 'kitchen', 'install', 'electric', 'water', 'heater', 'water', 'supply', 'set', 'toilets']",1000.0,144200.0,2009
82778,1457 WOODALL ST,39.271397,-76.598512,2016057,03/10/2009,frame 2nd floor mid bedroom for 2 1/2 baths and close  add closet to front bedroom  basement powder room as per sketches  tile floors  trim  sheetrock  cabinets and counter tops  floors. repair and upgrade electric for 2 story dwelling. 2 bedrooms  2 1/2 bath with 150amp service  20 ckts and 20 low voltage. install 10 plumbing fixtures and reconstruct waster and waste with sewage ejection pump  elect water heater.  run gas to 70 000 btu furnace  2.5 ton a/c unit  40 000 btu dryer  35 000 btu stove and 40 000 btu gas log. modify duct for furnace. work done per sketch and code.,"['frame', '2nd', 'floor', 'mid', 'bedroom', '1/2', 'baths', 'close', 'add', 'closet', 'front', 'bedroom', 'basement', 'powder', 'room', 'sketches', 'tile', 'floors', 'trim', 'sheetrock', 'cabinets', 'counter', 'tops', 'floors', 'repair', 'upgrade', 'electric', 'story', 'dwelling', 'bedrooms', '1/2', 'bath', '150amp', 'service', 'ckts', 'low', 'voltage', 'install', 'plumbing', 'fixtures', 'reconstruct', 'waster', 'waste', 'sewage', 'ejection', 'pump', 'elect', 'water', 'heater', 'run', 'gas', 'btu', 'furnace', '2.5', 'ton', 'a/c', 'unit', 'btu', 'dryer', 'btu', 'stove', 'btu', 'gas', 'log', 'modify', 'duct', 'furnace', 'done', 'sketch']",60000.0,240700.0,2009
88645,318 E LAFAYETTE AVE,39.31,-76.61142,1095053,05/07/2009,supply and install sump pump and sewage injection vault.  rough in and connect (4) toilets (4) lavs (1) bath tub (1) shower  wash machine.  install gas for stove and (1) furnace (2) electrical water heater construct water and waste as per code,"['supply', 'install', 'sump', 'pump', 'sewage', 'injection', 'vault', 'rough', 'connect', 'toilets', 'lavs', 'bath', 'tub', 'shower', 'wash', 'machine', 'install', 'gas', 'stove', 'furnace', 'electrical', 'water', 'heater', 'construct', 'water', 'waste']",7000.0,266667.0,2009
85963,526 SANFORD PL,39.308993,-76.640648,0298075,04/01/2009,install 4 toilets  3 tubs  4 lavatory sinks  reconstruct waste/water lines.  1 elect water heater  one gas stove  one gas furnace  one sewage ejector pump. work done to code.,"['install', 'toilets', 'tubs', 'lavatory', 'sinks', 'reconstruct', 'waste/water', 'lines', 'elect', 'water', 'heater', 'one', 'gas', 'stove', 'one', 'gas', 'furnace', 'one', 'sewage', 'ejector', 'pump', 'done']",2500.0,70200.0,2009
87274,1420 PARK AVE,39.307346,-76.624623,0382012,04/16/2009,replace water and sanitary lines. install plumbing for 4 bathrooms  1 kitchen  1 butlens pantry sink  1 island sink  1 washing machine and a sewage ejector pump. 2 furnaces  1 water heater and stove.work done to code.,"['replace', 'water', 'sanitary', 'lines', 'install', 'plumbing', 'bathrooms', 'kitchen', 'butlens', 'pantry', 'sink', 'island', 'sink', 'washing', 'machine', 'sewage', 'ejector', 'pump', 'furnaces', 'water', 'heater', 'stove.work', 'done']",30000.0,751167.0,2009
87725,2900 GLENMORE AVE,39.356844,-76.56069,5416A016,04/20/2009,rough in connect (2) toilet  (2) lavs  (2) tubs  kitchen  wash box  laundry tray  sewage injection vault. rough in gas for stove  furnace  and water heater as per code.,"['rough', 'connect', 'toilet', 'lavs', 'tubs', 'kitchen', 'wash', 'box', 'laundry', 'tray', 'sewage', 'injection', 'vault', 'rough', 'gas', 'stove', 'furnace', 'water', 'heater']",7000.0,160567.0,2009
606809,2529 MADISON AVE,39.314306,-76.639511,3420003,04/17/2008,rough in connect 4 toilets  4 lavs  3 tubs  shower  kitchen sink  wash box  sewage injection vault and electricalwater heater. rough in connect natural gas to stove furnance as per code.,"['rough', 'connect', 'toilets', 'lavs', 'tubs', 'shower', 'kitchen', 'sink', 'wash', 'box', 'sewage', 'injection', 'vault', 'electricalwater', 'heater', 'rough', 'connect', 'natural', 'gas', 'stove', 'furnance']",6000.0,281400.0,2008
598262,2313 OREM AVE,39.316644,-76.646601,3232A019,01/18/2008,install 1/2 bathroom n basement  also install a sewage ejector pit and a washer box. toilet  vanity and washerbox. work as per code.,"['install', '1/2', 'bathroom', 'n', 'basement', 'also', 'install', 'sewage', 'ejector', 'pit', 'washer', 'box', 'toilet', 'vanity', 'washerbox']",2000.0,103933.0,2008
598333,7310 WALLIS AVE,39.371168,-76.708023,4200014,01/24/2008,install plumbing for 2 1/2 bath  laundry room and kitchen. install sewage ejector pit and pump. install 80 gallon electric water heater. as per code.,"['install', 'plumbing', '1/2', 'bath', 'laundry', 'room', 'kitchen', 'install', 'sewage', 'ejector', 'pit', 'pump', 'install', 'gallon', 'electric', 'water', 'heater']",8000.0,508533.0,2008
598881,2505 MCCULLOH ST,39.313088,-76.639644,3418A032,01/22/2008,repairs only; existing steam system  section of copper pipe and auto water feeder  replaced section of drain line in basement (sewage waste) work as per code.,"['repairs', 'existing', 'steam', 'system', 'section', 'copper', 'pipe', 'auto', 'water', 'feeder', 'replaced', 'section', 'drain', 'line', 'basement', 'sewage', 'waste']",900.0,111100.0,2008
599242,1613 E BIDDLE ST,39.30423,-76.595771,1164B042,01/30/2008,installing 4 toilets  3 bath tubs  4 lav sinks  one kitchen sink  one washer box  one sewage ejector pump  two gas hot water tanks. two shower stallins  installing all new interior only waste sewer and water piping. one gas furnace  stove  ducting out whoe house. one 3 ton a/c unit. one two ton heat pump 4 bathroom exhaust fans.,"['installing', 'toilets', 'bath', 'tubs', 'lav', 'sinks', 'one', 'kitchen', 'sink', 'one', 'washer', 'box', 'one', 'sewage', 'ejector', 'pump', 'two', 'gas', 'hot', 'water', 'tanks', 'two', 'shower', 'stallins', 'installing', 'interior', 'waste', 'sewer', 'water', 'piping', 'one', 'gas', 'furnace', 'stove', 'ducting', 'whoe', 'house', 'one', 'ton', 'a/c', 'unit', 'one', 'two', 'ton', 'heat', 'pump', 'bathroom', 'exhaust', 'fans']",9000.0,240000.0,2008
599930,704 LENNOX ST,39.311753,-76.628454,3443002,02/01/2008,rough in and connect plumbing for (4) lavatory sinks  (3) toilets  (1) shower  (3) tubs  (1) kitchen sink  (1) washing machine box and (1) sewage injector. rough in gas for furnace and stove. replace main water line. as per code.,"['rough', 'connect', 'plumbing', 'lavatory', 'sinks', 'toilets', 'shower', 'tubs', 'kitchen', 'sink', 'washing', 'machine', 'box', 'sewage', 'injector', 'rough', 'gas', 'furnace', 'stove', 'replace', 'main', 'water', 'line']",8000.0,95900.0,2008
608759,2706 CHESWOLDE ROAD,39.369,-76.68193,4331001A,05/01/2008,reconstruct water and sewage  (6) fixtures  install new gas lines as needed. install 75 000 btu furnace  3 ton air conditioner and new duct work as per code.                 * electric provided by others *,"['reconstruct', 'water', 'sewage', 'fixtures', 'install', 'gas', 'lines', 'needed', 'install', 'btu', 'furnace', 'ton', 'air', 'conditioner', 'duct', '*', 'electric', 'provided', 'others', '*']",5000.0,275033.0,2008
600202,6 N GLOVER ST,39.292568,-76.579751,1727068,02/20/2008,adding a 2pc rough in for a toliet & hand sink in the basement. adding a sewage  ejector pit for these fixtures. adding a washing machine box and stand pipe for new washing machine  location as per code.,"['adding', '2pc', 'rough', 'toliet', 'hand', 'sink', 'basement', 'adding', 'sewage', 'ejector', 'pit', 'fixtures', 'adding', 'washing', 'machine', 'box', 'stand', 'pipe', 'washing', 'machine', 'location']",3000.0,153600.0,2008
603441,4408 EVANS CHAPEL ROAD,39.343189,-76.636196,3591A046B,03/17/2008,install water and waste for 3 bathroom groups (9) fixtures. 2 powder rooms (4) fixtures. kitchen sink with disposal  dishwasher  ice box  1 hose bib  1 ban sink  sewage ejector pit  gas for 2 appliances  furnance range as per code,"['install', 'water', 'waste', 'bathroom', 'groups', 'fixtures', 'powder', 'rooms', 'fixtures', 'kitchen', 'sink', 'disposal', 'dishwasher', 'ice', 'box', 'hose', 'bib', 'ban', 'sink', 'sewage', 'ejector', 'pit', 'gas', 'appliances', 'furnance', 'range']",7400.0,344600.0,2008
605266,600 N ROBINSON ST,39.298436,-76.573045,1647038,03/31/2008,ducting out whole house three bathroom  exhaust fan   one 75 000 btu gas fired furnace  one 2 1/2 ton a/c system  one 60 gallon electric hot water tank  three toilets  three lavoratory sinks  three bath tubs  one kitchen sink  one dishwasher   two hose bibbs  one washer box  ice maker box  one sewage ejector pump  all new interior sewer and water piping and need new gas meter as per code.,"['ducting', 'whole', 'house', 'three', 'bathroom', 'exhaust', 'fan', 'one', 'btu', 'gas', 'fired', 'furnace', 'one', '1/2', 'ton', 'a/c', 'system', 'one', 'gallon', 'electric', 'hot', 'water', 'tank', 'three', 'toilets', 'three', 'lavoratory', 'sinks', 'three', 'bath', 'tubs', 'one', 'kitchen', 'sink', 'one', 'dishwasher', 'two', 'hose', 'bibbs', 'one', 'washer', 'box', 'ice', 'maker', 'box', 'one', 'sewage', 'ejector', 'pump', 'interior', 'sewer', 'water', 'piping', 'need', 'gas', 'meter']",10000.0,50567.0,2008
608768,5437 SPRINGLAKE WAY,39.36415,-76.617677,4983G001,05/05/2008,                       catagory inon structural demo remove sewage soaked wall framing  insultation  paneling and door uits and ceramic tile floor  removed plumbing fixtures as per code,"['catagory', 'inon', 'structural', 'demo', 'remove', 'sewage', 'soaked', 'wall', 'framing', 'insultation', 'paneling', 'door', 'uits', 'ceramic', 'tile', 'floor', 'removed', 'plumbing', 'fixtures']",6000.0,494900.0,2008
599679,6226 THE ALAMEDA,39.013912,-94.570409,5137K014,02/01/2008,company to enclose the existing 14x16 deck with screen. there is public water and sewage. the existing front setback is 25'. the existing rear setback is 45'. we will not be extending existing deck  just screening.  as per code.,"['company', 'enclose', 'existing', '14x16', 'deck', 'screen', 'public', 'water', 'sewage', 'existing', 'front', 'setback', 'existing', 'rear', 'setback', 'extending', 'existing', 'deck', 'screening']",5800.0,119300.0,2008
6542,3104 ELLIOTT ST,39.27926,-76.572259,1893032,11/19/2008,install sump pump in basement open the sewage in front of the house as per code,"['install', 'sump', 'pump', 'basement', 'open', 'sewage', 'front', 'house']",1000.0,247100.0,2008
66324,1824 BELT ST,39.269232,-76.60563,1945036,09/23/2008,install new drain line and water line throughout. install (1) kitchen (1) laundry (3) bathroom.  install drain tile  sump pump  sewage ejector pump.  install gas line to stove  furnace and water heater as per code,"['install', 'drain', 'line', 'water', 'line', 'throughout', 'install', 'kitchen', 'laundry', 'bathroom', 'install', 'drain', 'tile', 'sump', 'pump', 'sewage', 'ejector', 'pump', 'install', 'gas', 'line', 'stove', 'furnace', 'water', 'heater']",7000.0,363100.0,2008
63878,2135 MOUNT HOLLY ST,39.311866,-76.681883,2817018,08/26/2008,install sewage ejector  pit and pump whirlpool tub; shower stall  toilet and vanity in basement,"['install', 'sewage', 'ejector', 'pit', 'pump', 'whirlpool', 'tub', 'shower', 'stall', 'toilet', 'vanity', 'basement']",2000.0,131400.0,2008
71267,2744 GUILFORD AVE,39.32192,-76.613111,3843023,10/28/2008,installing three toilet  three lav sinks  two bath tubs  one kitchen sink  one washing machine connection  one dishwasher connection  one sewage ejector pump. reconstruction of interior only  waste  sewer and piping  ont ehot water tank  gas and elect by others.,"['installing', 'three', 'toilet', 'three', 'lav', 'sinks', 'two', 'bath', 'tubs', 'one', 'kitchen', 'sink', 'one', 'washing', 'machine', 'connection', 'one', 'dishwasher', 'connection', 'one', 'sewage', 'ejector', 'pump', 'reconstruction', 'interior', 'waste', 'sewer', 'piping', 'ont', 'ehot', 'water', 'tank', 'gas', 'elect', 'others']",6500.0,302400.0,2008
70208,131 N JANNEY ST,39.294595,-76.560841,6254C026,10/28/2008,two toilets  two lav. sink one bath  dryer  tub one shower stall  one kitchen sink one dishwasher  one ice maker  connection one washer box  two hose bibb  reconstruction all interior waste sewer and water piping  one electric hot water tank. gas stove connection  one gas furnace and dryer  ducting out in whole house  one 2 1/2 ton a/c system  two bathroom fans. need new gas meter  one sewage ejector pump.,"['two', 'toilets', 'two', 'lav', 'sink', 'one', 'bath', 'dryer', 'tub', 'one', 'shower', 'stall', 'one', 'kitchen', 'sink', 'one', 'dishwasher', 'one', 'ice', 'maker', 'connection', 'one', 'washer', 'box', 'two', 'hose', 'bibb', 'reconstruction', 'interior', 'waste', 'sewer', 'water', 'piping', 'one', 'electric', 'hot', 'water', 'tank', 'gas', 'stove', 'connection', 'one', 'gas', 'furnace', 'dryer', 'ducting', 'whole', 'house', 'one', '1/2', 'ton', 'a/c', 'system', 'two', 'bathroom', 'fans', 'need', 'gas', 'meter', 'one', 'sewage', 'ejector', 'pump']",6000.0,66933.0,2008
69577,642 GORSUCH AVE,39.327379,-76.606898,4068002A,10/08/2008,reconstruct waste and water  rough in and connect 6 toilets  7 lav sinks  4 tubs  3 showers  2 wash machines  sewage ejection vault  elect watger heater and kit. sink  rough in connect stove and furnace gas lines. work as per code.,"['reconstruct', 'waste', 'water', 'rough', 'connect', 'toilets', 'lav', 'sinks', 'tubs', 'showers', 'wash', 'machines', 'sewage', 'ejection', 'vault', 'elect', 'watger', 'heater', 'kit', 'sink', 'rough', 'connect', 'stove', 'furnace', 'gas', 'lines']",9000.0,293500.0,2008
66170,3007 O'DONNELL ST,39.280109,-76.573648,1892018,09/04/2008,rough in connect 5 toilets  6 lav  tub  4 showers  kitchen sink  wash machine box  and sewage inspector pump  and electrica water heater. rough in and connect gas for 2 furnances amd a stove as per code.,"['rough', 'connect', 'toilets', 'lav', 'tub', 'showers', 'kitchen', 'sink', 'wash', 'machine', 'box', 'sewage', 'inspector', 'pump', 'electrica', 'water', 'heater', 'rough', 'connect', 'gas', 'furnances', 'amd', 'stove']",8000.0,321700.0,2008
65553,2209 EUTAW PL,39.310854,-76.634365,3427012,09/12/2008,replace water and drain line install 4-kit  4 tubs  5 toilets  5 sinks  2 washer hook-up  1- sewage pit  4- eelctric hot water heater  fun gas for 4- furnance 100 000 4- stove 40 000 as per code.,"['replace', 'water', 'drain', 'line', 'install', '4-kit', 'tubs', 'toilets', 'sinks', 'washer', 'hook-up', '1-', 'sewage', 'pit', '4-', 'eelctric', 'hot', 'water', 'heater', 'fun', 'gas', '4-', 'furnance', '4-', 'stove']",20000.0,356867.0,2008
57446,1120 WHISTLER AVE,39.272257,-76.660501,7772054,07/09/2008,install new fixtures  (2) water closets  (2) lavatories  (1) kitchenetts. instal duplex sewage ejector pumps and pit. install gas line to serve new roof top air handler. install (1) 20g electric water heater  gas and sewer to be tied into existing piping. as per code.,"['install', 'fixtures', 'water', 'closets', 'lavatories', 'kitchenetts', 'duplex', 'sewage', 'ejector', 'pumps', 'pit', 'install', 'gas', 'line', 'serve', 'roof', 'top', 'air', 'handler', 'install', '20g', 'electric', 'water', 'heater', 'gas', 'sewer', 'tied', 'existing', 'piping']",20000.0,1197100.0,2008
55701,643 S LINWOOD AVE,39.284358,-76.575681,1843C022,06/09/2008,install ground rough in basement   (1) sewage pit  (1) shower  (1) toilet and (1) sink as per code.,"['install', 'ground', 'rough', 'basement', 'sewage', 'pit', 'shower', 'toilet', 'sink']",1000.0,441100.0,2008
54595,117 N MOUNT ST,39.29027,-76.643891,0180022,06/11/2008,3 toilets  3 lavs  3 sinks  3 bath tubs  one kitchen sink one gas furnace connection one hot water heater tank  one sewage ejection pump. needs new gas meter.,"['toilets', 'lavs', 'sinks', 'bath', 'tubs', 'one', 'kitchen', 'sink', 'one', 'gas', 'furnace', 'connection', 'one', 'hot', 'water', 'heater', 'tank', 'one', 'sewage', 'ejection', 'pump', 'needs', 'gas', 'meter']",4000.0,17000.0,2008
54332,2411 LAKEVIEW AVE,39.315038,-76.632598,3457016,05/28/2008,install (3) + 1 1/2 bathrooms  hot water heater  kitchen sink. reconstruct water and sewage lines  install new water service  install new gas lines to code for furnances  hot water heater and stove to code. repair or replace new floorjoist as needed  cabinets  doors  windows  cabinets  painting flooring as per code.,"['install', '1/2', 'bathrooms', 'hot', 'water', 'heater', 'kitchen', 'sink', 'reconstruct', 'water', 'sewage', 'lines', 'install', 'water', 'service', 'install', 'gas', 'lines', 'furnances', 'hot', 'water', 'heater', 'stove', 'repair', 'replace', 'floorjoist', 'needed', 'cabinets', 'doors', 'windows', 'cabinets', 'painting', 'flooring']",50000.0,188900.0,2008
73388,616 S BOULDIN ST,39.284837,-76.570652,6431020,11/20/2008,reconstruct water and waste. install (4) new toilets  (4) lav faucets  (1) kitchen sink  (3) showers  (1) sewage ejector  (1) laundry and drain tile.  as per code.,"['reconstruct', 'water', 'waste', 'install', 'toilets', 'lav', 'faucets', 'kitchen', 'sink', 'showers', 'sewage', 'ejector', 'laundry', 'drain', 'tile']",8000.0,385833.0,2008
566555,530 ROSE HILL TERR,39.3387,-76.607612,3902042,03/28/2007,reconstruct the water and waste for (2) full baths  (2) half baths  (1) laundry room  (1) kitchen and (1) sewage ejection pump as per code.,"['reconstruct', 'water', 'waste', 'full', 'baths', 'half', 'baths', 'laundry', 'room', 'kitchen', 'sewage', 'ejection', 'pump']",6500.0,118467.0,2007
565812,910 MONTPELIER ST,39.325003,-76.604872,4095005,03/28/2007,add (2) piece bathroom (1) toilet   (1) sink and sewage injection pump in basement as per code.,"['add', 'piece', 'bathroom', 'toilet', 'sink', 'sewage', 'injection', 'pump', 'basement']",1500.0,124600.0,2007
565648,1514 MADISON AVE,39.305115,-76.629452,0364008,04/03/2007,roughin underground waste pipe in basement & install sewage ejector as per code,"['roughin', 'underground', 'waste', 'pipe', 'basement', 'install', 'sewage', 'ejector']",1500.0,26667.0,2007
564798,1557 N WOODYEAR ST,39.307039,-76.641446,0300C073,03/26/2007,install new pvc waste & vent piping  cpvc water piping for 2 1/2 baths  1 kitchen  1 laundry  install sewage ejection pit  install new gas line for a furnace (75 000 btu) a range (50 000 btu). as per code.,"['install', 'pvc', 'waste', 'vent', 'piping', 'cpvc', 'water', 'piping', '1/2', 'baths', 'kitchen', 'laundry', 'install', 'sewage', 'ejection', 'pit', 'install', 'gas', 'line', 'furnace', 'btu', 'range', 'btu']",4400.0,36000.0,2007
564345,12 E LAFAYETTE AVE,39.309824,-76.615584,0389047,03/21/2007,interior work to reconstruct waste and water for (13) fixtures; (3) toilets  (1) tub  (3) showers  (4) lavatories  (1) kitchen with dishwasher  (1) washing machine  (1) electric water and (1) sewage ejector pit with pump. set 90 000 btu furnace and 30 000 btu range as per code.,"['interior', 'reconstruct', 'waste', 'water', 'fixtures', 'toilets', 'tub', 'showers', 'lavatories', 'kitchen', 'dishwasher', 'washing', 'machine', 'electric', 'water', 'sewage', 'ejector', 'pit', 'pump', 'set', 'btu', 'furnace', 'btu', 'range']",8000.0,204967.0,2007
554029,2006 PARK AVE,39.313112,-76.628419,3446019,01/04/2007,install new water and drain lines for new basement toilet  lav  and shower stall. install  new sewage ejector pit and pump for new basement bathroom. install new water supply drain lines for new 2nd floor laundry sink. install new gas piping from meter to new boiler. install new gas piping from meters to two new water heaters. install new gas piping from meters to two new water heaters. install new gas piping for two 1st floors fireplaces. reconstruct kitchen and 1st  2nd and 3rd floor bathrooms. install new gas piping in basement front meters to risers. as per code.,"['install', 'water', 'drain', 'lines', 'basement', 'toilet', 'lav', 'shower', 'stall', 'install', 'sewage', 'ejector', 'pit', 'pump', 'basement', 'bathroom', 'install', 'water', 'supply', 'drain', 'lines', '2nd', 'floor', 'laundry', 'sink', 'install', 'gas', 'piping', 'meter', 'boiler', 'install', 'gas', 'piping', 'meters', 'two', 'water', 'heaters', 'install', 'gas', 'piping', 'meters', 'two', 'water', 'heaters', 'install', 'gas', 'piping', 'two', '1st', 'floors', 'fireplaces', 'reconstruct', 'kitchen', '1st', '2nd', '3rd', 'floor', 'bathrooms', 'install', 'gas', 'piping', 'basement', 'front', 'meters', 'risers']",20000.0,243167.0,2007
566868,1821 BELT ST,39.269306,-76.605634,1945058,04/11/2007,installing new drain lines and water lines throughout residence  installing one kitchen  one laundry room  3 bathrooms  installing drain tile  sump pump  sewage ejection pump  installing gas line to stove and furnace. water heater is electric. as per code.,"['installing', 'drain', 'lines', 'water', 'lines', 'throughout', 'residence', 'installing', 'one', 'kitchen', 'one', 'laundry', 'room', 'bathrooms', 'installing', 'drain', 'tile', 'sump', 'pump', 'sewage', 'ejection', 'pump', 'installing', 'gas', 'line', 'stove', 'furnace', 'water', 'heater', 'electric']",9000.0,321600.0,2007
561900,11 N STREEPER ST,39.292724,-76.576941,1729091,02/28/2007,reconstruct waste and water for 3.5 baths. install sewage ejector pump in the basement. reconstruct waste/water for one kitchen  one laundry room. run gas for furnace for furnace(100 000) btu  water heater (40 000)  and stove (40 000) stove. as per code.,"['reconstruct', 'waste', 'water', '3.5', 'baths', 'install', 'sewage', 'ejector', 'pump', 'basement', 'reconstruct', 'waste/water', 'one', 'kitchen', 'one', 'laundry', 'room', 'run', 'gas', 'furnace', 'furnace', 'btu', 'water', 'heater', 'stove', 'stove']",7000.0,218033.0,2007
567801,1129 W HAMBURG ST,39.280067,-76.63011,0811036,04/19/2007,connect and roughin 3 toilets  3 lavs  1 tub  1 shower  kitchen sink  wash box. sewage injector and electric water heater. install gas for furnace (90 000) btu and stove (60 000) btu. reconstruct plumbing system. as per code.,"['connect', 'roughin', 'toilets', 'lavs', 'tub', 'shower', 'kitchen', 'sink', 'wash', 'box', 'sewage', 'injector', 'electric', 'water', 'heater', 'install', 'gas', 'furnace', 'btu', 'stove', 'btu', 'reconstruct', 'plumbing', 'system']",6000.0,169300.0,2007
568317,222 ALBEMARLE ST,39.286951,-76.602819,1406026,04/17/2007,relocation of sewage ejector pump and pit. relocation of (3) compartment sink. relocation of grease interceptor/trap. installation of new hand sink and mop sink and sump pump. all above work will have rough in of water and drain lines. as per code.,"['relocation', 'sewage', 'ejector', 'pump', 'pit', 'relocation', 'compartment', 'sink', 'relocation', 'grease', 'interceptor/trap', 'installation', 'hand', 'sink', 'mop', 'sink', 'sump', 'pump', 'rough', 'water', 'drain', 'lines']",22000.0,611000.0,2007
568852,828 S CLINTON ST,39.282606,-76.569709,6449044,04/25/2007,reconstruct waste and water for (10) plumbing fixtures and (1) sewage ejector. install gas piping to (1) water heater and (1) gas range. as per code.,"['reconstruct', 'waste', 'water', 'plumbing', 'fixtures', 'sewage', 'ejector', 'install', 'gas', 'piping', 'water', 'heater', 'gas', 'range']",6500.0,243300.0,2007
561949,18 E LAFAYETTE AVE,39.309831,-76.615425,0389044,02/28/2007,install these plumbing items to hook up total 20 vents stack vents domestic h/c lines where needed sewage ejector pump. 3 fire places  2 furnances  1 stove  gas hook up 200 000 btu asper code.,"['install', 'plumbing', 'items', 'hook', 'total', 'vents', 'stack', 'vents', 'domestic', 'h/c', 'lines', 'needed', 'sewage', 'ejector', 'pump', 'fire', 'places', 'furnances', 'stove', 'gas', 'hook', 'btu', 'asper']",6000.0,285867.0,2007
557295,136 W CLEMENT ST,39.27359,-76.616544,0976044,01/31/2007,install ground floor 1/2 bath  pedestal sink  water closet  sewage ejector pump  (2) hose bib. as per code.,"['install', 'ground', 'floor', '1/2', 'bath', 'pedestal', 'sink', 'water', 'closet', 'sewage', 'ejector', 'pump', 'hose', 'bib']",5000.0,268600.0,2007
561061,18 N LUZERNE AVE,39.292713,-76.580461,1726038,02/21/2007,installing gas to fireplace(30 000) btu  furnace (100 000) btu  stove(40 000) btu  dryer (30 000). installing (4) toilets  (4) lavatory sinks  (3) bathtubs  (1) kitchen sink  (2) hose bibs  (2) wash machines  ground work being done in basement  (1) electric water heater  (1) sewage pit  (1) wet bar. as per code.,"['installing', 'gas', 'fireplace', 'btu', 'furnace', 'btu', 'stove', 'btu', 'dryer', 'installing', 'toilets', 'lavatory', 'sinks', 'bathtubs', 'kitchen', 'sink', 'hose', 'bibs', 'wash', 'machines', 'ground', 'done', 'basement', 'electric', 'water', 'heater', 'sewage', 'pit', 'wet', 'bar']",7500.0,256500.0,2007
